Tweet,Sentiment,cleaned
"Patriotism means to stand by the country. It does not mean to stand by the President or any political party. @inecnigeria 
#InternationalWomensDay #INECElectionResult",positive,Patriotism means stand country mean stand President political party inecnigeria InternationalWomensDay INECElectionResult
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @iam_samedoho: Dear Nigerians, INEC doesn't have the capacity to run a free and fair election. What happened during the presidential ele…",positive,RT iamsamedoho Dear Nigerians INEC doesnt capacity run free fair election happened presidential ele
"RT @GloryEkom: Ohh my Manchester united ❤ 😍 
#INECElectionResult",neutral,RT GloryEkom Ohh Manchester united INECElectionResult
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @Bino1603: #INECElectionResult @inecnigeria  If you know what’s good for Nigeria, don’t proceed with any swear-in ceremony, what happene…",positive,RT Bino1603 INECElectionResult inecnigeria know whats good Nigeria dont proceed swearin ceremony happene
RT @bushydaprince: Africa  was once a continent  of their dream.  #ElvishYadav #INECElectionResult #labourpartynigeria #Hareem_shah #MAFSAU…,neutral,RT bushydaprince Africa continent dream ElvishYadav INECElectionResult labourpartynigeria Hareemshah MAFSAU
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"A bad system doesn't appear wrong to those who benefit from it. They do everything to defend it to the detriment of larger society. 

#2023Election #INECElectionResult",negative,bad system doesnt appear wrong benefit everything defend detriment larger society 2023Election INECElectionResult
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"Lol, @PeterObi setting standard for others to follow. #8million #INECElectionResult #AppealCourt https://t.co/lBB3peOdkO",positive,Lol PeterObi setting standard others follow 8million INECElectionResult AppealCourt
RT @Donnythecreator: Bolanle Olukanni tells CNN that the Nigerian presidential election was not conducted fairly and INEC is misleading the…,positive,RT Donnythecreator Bolanle Olukanni tells CNN Nigerian presidential election conducted fairly INEC misleading
"Dear Nigerians, INEC doesn't have the capacity to run a free and fair election. What happened during the presidential election, will happen again during the governorship election #NigeriaDecide2023 #INECElectionResult #inecnigeria #peterobi2023",positive,Dear Nigerians INEC doesnt capacity run free fair election happened presidential election happen governorship election NigeriaDecide2023 INECElectionResult inecnigeria peterobi2023
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"#inecnigeria Postpones Governorship, House Of Assembly Polls..
In a statement on Wednesday night, INEC National Commissioner for Voter Education, @FestusOkoye11 said the elections will hold on SATURDAY, MARCH 18. 
#INECElectionResult  #election2023",neutral,inecnigeria Postpones Governorship House Assembly Polls statement Wednesday night INEC National Commissioner Voter Education FestusOkoye11 said elections hold SATURDAY MARCH 18 INECElectionResult election2023
"HIV infects about 1.7million people per year. Causes systemic T cell destruction and reduced cell-mediated immunity, causing opportunistic infections as well as organ damage.

#Health #INECElectionResult https://t.co/NjgVfPAzbR",neutral,HIV infects 17million people per year Causes systemic cell destruction reduced cellmediated immunity causing opportunistic infections well organ damage Health INECElectionResult
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @mafemediagroup: Let’s help you grow engagements on your personal/business page, boost your page visibility and give your contents more…",neutral,RT mafemediagroup Lets help grow engagements personalbusiness page boost page visibility give contents
"OBIDIENTS

Mark Essien works for little finger.... Runnnnnnnnn in Fela's Voice 

Runnnnnnn oooooo in Fela's Voice 

Regards #InternationalWomensDay #INECElectionResult #inecreleaseourpvc #INECIsCorrupt #ineciscompromised #CourtofAppeal",negative,OBIDIENTS Mark Essien works little finger Runnnnnnnnn Felas Voice Runnnnnnn oooooo Felas Voice Regards InternationalWomensDay INECElectionResult inecreleaseourpvc INECIsCorrupt ineciscompromised CourtofAppeal
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @isMjkash: My interview with Enobong Dan on the Pathfinder leisure on Akbc uyo. Thanks for having, thanks fam for tuning in.🙏🙏.
#INECEle…",positive,RT isMjkash interview Enobong Dan Pathfinder leisure Akbc uyo Thanks thanks fam tuning INECEle
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"Still in the challenge 
Part 2
#ChampionsLeague #รสดีซุปก้อนxเจมีไนน์โฟร์ท #instagramdown #INECElectionResult https://t.co/84TTdtXj0E",neutral,Still challenge Part 2 ChampionsLeague x instagramdown INECElectionResult
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @AmadiBreezy: What @inecnigeria is doing to our democracy is so so disgusting, Nigeria’s voice must be heard. #stoptherigging #INECElect…",negative,RT AmadiBreezy inecnigeria democracy disgusting Nigerias voice must heard stoptherigging INECElect
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @firstladyshipPA: shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrup…",neutral,RT firstladyshipPA shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrup
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"Postponement of election 🗳 
Distraction is the greatest tools of the enemy ….Stay focused lagosian 😂 

Jagaban is coming back again!!!Sanwolu is winning 🏆 💯
#BRTBus #INECElectionResult",positive,Postponement election Distraction greatest tools enemy Stay focused lagosian Jagaban coming back againSanwolu winning BRTBus INECElectionResult
"shows over voting.. it shows 552 accredited voters.. PDP - 348, APC - 175, LP - 0..  #INECElectionResult #INECIsCorrupt #ineciscompromised #NigeriaElection2023 https://t.co/ynDo1XhRQD",neutral,shows voting shows 552 accredited voters PDP 348 APC 175 LP 0 INECElectionResult INECIsCorrupt ineciscompromised NigeriaElection2023
"INEC @inecnigeria is peeing on our backs and telling us it's raining - Wow! This Rufai @ruffydfire is always spitting facts

#INEC
#INECElectionResult
#INECIsCorrupt

https://t.co/SEUQzhb4ko",positive,INEC inecnigeria peeing backs telling us raining Wow Rufai ruffydfire always spitting facts INEC INECElectionResult INECIsCorrupt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"On Let's Talk Nigeria 🇳🇬 join us and analyse the pros &amp; cons of @inecnigeria INEC's postponement of state elections from March 11th to March 18th, 2023.

Tune in to listen 👂 👇 
https://t.co/tEdduze75M

@SPARKLINGFM923 @AmaraDeborah1
#INECElectionResult #postponement https://t.co/QRImc4x9w1",neutral,Lets Talk Nigeria join us analyse pros amp cons inecnigeria INECs postponement state elections March 11th March 18th 2023 Tune listen SPARKLINGFM923 AmaraDeborah1 INECElectionResult postponement
RT @Donnythecreator: Bolanle Olukanni tells CNN that the Nigerian presidential election was not conducted fairly and INEC is misleading the…,positive,RT Donnythecreator Bolanle Olukanni tells CNN Nigerian presidential election conducted fairly INEC misleading
RT @Deco_jr_2nd: Just take a look at the environment now so calm no kidnapping no banditry just because of elections Nigerian leaders fear…,positive,RT Decojr2nd take look environment calm kidnapping banditry elections Nigerian leaders fear
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"How do you verify these said forensic datas? 

Oh wait 🫷🏾... I forgot, they re real datas because #INEC said so 😂.

There re free data recovery tools littered all over the www, paid options too with 21 days free trials.

#INEC that can't provide verified #INECElectionResult 😂 https://t.co/6m9SBws7pd",positive,verify said forensic datas Oh wait forgot real datas INEC said free data recovery tools littered www paid options 21 days free trials INEC cant provide verified INECElectionResult
RT @Donnythecreator: Bolanle Olukanni tells CNN that the Nigerian presidential election was not conducted fairly and INEC is misleading the…,positive,RT Donnythecreator Bolanle Olukanni tells CNN Nigerian presidential election conducted fairly INEC misleading
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @davemarine97: Please retweet Massively, Nigeria is ours.

#Revolution #INECElectionResult #protest Arise TV #AriseTV another 8 11th of…",neutral,RT davemarine97 Please retweet Massively Nigeria Revolution INECElectionResult protest Arise TV AriseTV another 8 11th
"RT @sloshkingVII: I will never go through any pvc stress again our votes don't count
#TinubuIsNotComing #protest #INECElectionResult #elect…",neutral,RT sloshkingVII never go pvc stress votes dont count TinubuIsNotComing protest INECElectionResult elect
I need a poor girlfriend anyone?   #INECElectionResult #InternationalWomensDay #LabourParty https://t.co/1IpHmn1Ofu,negative,need poor girlfriend anyone INECElectionResult InternationalWomensDay LabourParty
RT @Tiktok_Amebo: Tinubu won 🥲 now we should all run 😪 #electionresults2023 #INECElectionResult #sad https://t.co/0QYw6uLE8q,negative,RT TiktokAmebo Tinubu run electionresults2023 INECElectionResult sad
"RT @lion_jay1: Tribal war is coming. 

Get ready.

#INECElectionResult #INECIsCorrupt #INECIsCorrupt #INECiscompromised #PeterObi4President…",positive,RT lionjay1 Tribal war coming Get ready INECElectionResult INECIsCorrupt INECIsCorrupt INECiscompromised PeterObi4President
"When a man can buy his way to the presidency, it means we are already living in a failed state. A failed state where institutions have no independence and can be arm-twisted by an individual. 
#INECElectionResult",negative,man buy way presidency means already living failed state failed state institutions independence armtwisted individual INECElectionResult
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @anmaitabarmi: Samuel Ortom was busy fighting Atiku to the point that he has forgotten his own backyard. 
He has loss his  Senatorial bi…",positive,RT anmaitabarmi Samuel Ortom busy fighting Atiku point forgotten backyard loss Senatorial bi
"@MobilePunch I call on the #Nigeria government to arrest and prosecute #inecnigeria boss for sabotaging the electoral process and guidelines, which produced dubious results. We the people reject #INECElectionResult vehemently and call on the good people of #Nigeria to remain law-abiding 🟣",positive,MobilePunch call Nigeria government arrest prosecute inecnigeria boss sabotaging electoral process guidelines produced dubious results people reject INECElectionResult vehemently call good people Nigeria remain lawabiding
"RT @Peter_Ayimien1: No be me and una wan stay country wen Agbado and thug go rule, before una go know Tinubu go use sleep eye take sign war…",negative,RT PeterAyimien1 una wan stay country wen Agbado thug go rule una go know Tinubu go use sleep eye take sign war
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
@realFFK are you for real and now you are here spilling nonsense through your gutter called mouth on someone better than your forefathers after you have insulted tinubu now you are backing him up @AishaYesufu @Naija_Activist #INECElectionResult #GRVforGOVERNOR #APC https://t.co/Qi0QZbFKun,positive,realFFK real spilling nonsense gutter called mouth someone better forefathers insulted tinubu backing AishaYesufu NaijaActivist INECElectionResult GRVforGOVERNOR APC
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @UgOnline1: Nigeria's Electoral Commission Postpones Elections For State Governors https://t.co/lu2I7VBGLG

 #NigeriaDecides #NigeriaDec…",neutral,RT UgOnline1 Nigerias Electoral Commission Postpones Elections State Governors NigeriaDecides NigeriaDec
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"I use OPay for free transfers &amp; earn high interests on my savings. Join me on OPay and get ₦1,200 bonus! bonus!https://t.co/J31Fo4Te6h
#INECElectionResult",positive,use OPay free transfers amp earn high interests savings Join OPay get 1200 bonus bonus INECElectionResult
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
Your genuine plug for original senator materials #EluuP #AppealCourt #TwitterSan #Bvas #IkejaTrainCrash #INECElectionResult https://t.co/QHnxjojVbO,positive,genuine plug original senator materials EluuP AppealCourt TwitterSan Bvas IkejaTrainCrash INECElectionResult
"Nigeria's Electoral Commission Postpones Elections For State Governors https://t.co/lu2I7VBGLG

 #NigeriaDecides #NigeriaDecide2023 #Inecresults @inecnigeria #INEC #INECElectionResult #Trending #TrendingNews @wisdomlight247 @officialABAT @MBuhari @NGRPresident @PeterObiUSA",neutral,Nigerias Electoral Commission Postpones Elections State Governors NigeriaDecides NigeriaDecide2023 Inecresults inecnigeria INEC INECElectionResult Trending TrendingNews wisdomlight247 officialABAT MBuhari NGRPresident PeterObiUSA
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
RT @HPmusicgang: In a single election year Peter obi made 40 people politically relevant!!  In a single election year. Now wait till he get…,positive,RT HPmusicgang single election year Peter obi made 40 people politically relevant single election year wait till get
Lets move away from this narrative. #InternationalWomensDay #NigeriaDecide2023 #INECElectionResult #GRVforGOVERNOR #presidentialelection2023  @lindaikeji @DanielRegha @bod_republic @mrmacaronii @AishaYesufu @ruffydfire @falzthebahdguy @instablog9ja @Gidi_Traffic @Omojuwa,neutral,Lets move away narrative InternationalWomensDay NigeriaDecide2023 INECElectionResult GRVforGOVERNOR presidentialelection2023 lindaikeji DanielRegha bodrepublic mrmacaronii AishaYesufu ruffydfire falzthebahdguy instablog9ja GidiTraffic Omojuwa
"We’re cooking Id Card👌😎
#HappyBirthdaySUGA #InternationalWomensDay #instagramdown #INECElectionResult #Elecciones2023 https://t.co/WBIUdi5rt1",neutral,cooking Id Card HappyBirthdaySUGA InternationalWomensDay instagramdown INECElectionResult Elecciones2023
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
"RT @lexxy_pro: #INECElectionResult
APC c watin u do my guy 🥺 https://t.co/Kl9JB43KeG",neutral,RT lexxypro INECElectionResult APC c watin u guy
"RT @oluwaloninyo: Do the gubernatorial elections become immediately void, if results are not transmitted from polling units unto the INEC s…",neutral,RT oluwaloninyo gubernatorial elections become immediately void results transmitted polling units unto INEC
"RT @zeitunafish: #Obidients ‼️‼️‼️‼️INEC can reconfigure on conditions that:
1.Forensic Inspection be carried out.
2. INEC to issue a CTC o…",neutral,RT zeitunafish Obidients INEC reconfigure conditions 1Forensic Inspection carried 2 INEC issue CTC
"RT @chukwumachrist6: Dear @GRVlagos, the election has been postponed, work harder with good strategists like @Morris_Monye and some other p…",positive,RT chukwumachrist6 Dear GRVlagos election postponed work harder good strategists like MorrisMonye p
"RT @davemarine97: Please retweet Massively, Nigeria is ours.

#Revolution #INECElectionResult #protest Arise TV #AriseTV another 8 11th of…",neutral,RT davemarine97 Please retweet Massively Nigeria Revolution INECElectionResult protest Arise TV AriseTV another 8 11th
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"RT @igbohistory: #EndSARS: The Scary Story of Sarah. DPO killing citizens at close range shows how bad the system is.

#RedefineNigeria
#IN…",negative,RT igbohistory EndSARS Scary Story Sarah DPO killing citizens close range shows bad system RedefineNigeria
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
"#EndSARS: The Scary Story of Sarah. DPO killing citizens at close range shows how bad the system is.

#RedefineNigeria
#INEC
#INECElectionResult
#LagosDecides2023
BREAKING NEWS

https://t.co/clG0NzcHd3",negative,EndSARS Scary Story Sarah DPO killing citizens close range shows bad system RedefineNigeria INEC INECElectionResult LagosDecides2023 BREAKING NEWS
"RT @OpinionNigeria: #EndSARS: The Scary Story of Sarah. DPO killing citizens at close range shows how bad the system is.

#RedefineNigeria…",negative,RT OpinionNigeria EndSARS Scary Story Sarah DPO killing citizens close range shows bad system RedefineNigeria
"#EndSARS: The Scary Story of Sarah. DPO killing citizens at close range shows how bad the system is.

#RedefineNigeria
#INEC
#INECElectionResult
#LagosDecides2023
BREAKING NEWS

https://t.co/HZ67diK8T7",negative,EndSARS Scary Story Sarah DPO killing citizens close range shows bad system RedefineNigeria INEC INECElectionResult LagosDecides2023 BREAKING NEWS
"@inecnigeria 
And the secret is out, we know, we know what they do, we know we know ooooo, we know!🤣🤣🤣

#INECElectionResult 
#INECIsCorrupt 
#ineciscompromised 
#inclusivityenthusiast 
#VoteLabourParty 
#VoteLP 
#VoteGRV4Governor 
#voteGRV https://t.co/BMyzBca98g",negative,inecnigeria secret know know know know ooooo know INECElectionResult INECIsCorrupt ineciscompromised inclusivityenthusiast VoteLabourParty VoteLP VoteGRV4Governor voteGRV
"RT @ObiDientTvHQ: On our tops stories this morning 
How we undo ourselves 
Inside story of how INEC plotted to glitch on the BVAS ahead of…",neutral,RT ObiDientTvHQ tops stories morning undo Inside story INEC plotted glitch BVAS ahead
Stop electing people who are going to die soon and don’t really care about the future #INECElectionResult #NigeriaDecide2023 #instagramdown #HappyBirthdaySUGA,positive,Stop electing people going die soon dont really care future INECElectionResult NigeriaDecide2023 instagramdown HappyBirthdaySUGA
"RT @ObiDientTvHQ: INEC don't destroy Nigeria 
INEC do the right thing
INEC save our legacy 
.
#INECFailedNigerians 
#INECElectionResult htt…",positive,RT ObiDientTvHQ INEC dont destroy Nigeria INEC right thing INEC save legacy INECFailedNigerians INECElectionResult htt
